platen_name,platen_id,platen_length_m,platen_width_m,subcontractor_team,ship_id,block_seq_id,block_id,block_length_m,block_width_m,processing_time_days,block_output_value,planned_start_day,planned_end_day,due_date_day,delay_days,early_days,standard_early_days
42南-2,BQM4202A,18,18,YT,H1088,709,173,16.387,11.151,22,182.731437,43581,43603,43336,267,-314,8
45南-3,BQM4503A,33,21,ZH,H1088,710,834,24,13.72,25,329.28,44058,44083,43338,745,-784,5
45南-3,BQM4503A,33,21,ZH,H1088,711,103,23.857,9.5,34,226.6415,44714,44748,43343,1405,-1459,2
0号西-1,PPT0001A,20,21,MZ,H1088,712,134,19.318,18.5,44,357.383,43773,43817,43353,464,-511,7
10号南-21,PPT1011A,18,20,外场HN,H1088,713,124,16.142,18.85,44,304.2767,43477,43521,43353,168,-214,7
0号东-4,PPT0052A,20,21,MZ,H1088,714,823,17.548,14.578,31,255.814744,43481,43512,43345,167,-213,7
45南-4,BQM4504A,20,21,ZH,H1087,715,833,7.281,14.575,31,106.120575,43681,43712,43345,367,-413,7
45南-3,BQM4503A,33,21,ZH,H1087,716,834,25,13.72,26,343,44918,44944,43337,1607,-1647,5
10号南-3,PPT1002A,20,20,外场ZH,H1087,717,182,17,14.248,19,242.216,43708,43727,43334,393,-430,7
0号东-10,PPT0055A,20,21,MZ,H1087,718,192,10.441,14.248,19,148.763368,43560,43579,43334,245,-282,7
0号西-1,PPT0001A,20,21,MZ,H1087,719,801,20.814,15.31,33,318.66234,43609,43642,43341,301,-348,7
48南-3,BQM4803A,36,21,MZ,H1087,720,103,23.857,9.5,34,226.6415,44395,44429,43341,1088,-1134,5
10号南-25,PPT1013A,18,20,外场HN,H1087,721,825,17.18,16.97,27,291.5446,43477,43504,43336,168,-209,5
0号东-12,PPT0056A,20,21,QS,H1087,722,835,5.59,17.008,27,95.07472,43623,43650,43336,314,-355,5
10号北-22,PPT1061A,20,20,外场HN,H1088,723,182,18,14.248,19,256.464,43554,43573,43333,240,-277,7
0号东-14,PPT0057A,20,21,QS,H1088,724,192,10.441,14.248,19,148.763368,43685,43704,43333,371,-408,7
0号东-14,PPT0057A,20,21,QS,H1088,725,123,16.13,18.505,42,298.48565,43642,43684,43349,335,-395,5
48南-3,BQM4803A,36,21,MZ,H1088,726,133,23.777,18.85,42,448.19645,44230,44272,43349,923,-983,5
48北-3,BQM4853A,36,21,HN,H1088,727,102,26.372,14.65,35,386.3498,43591,43626,43340,286,-331,5
48南-3,BQM4803A,36,21,MZ,H1088,728,102,26.372,14.65,35,386.3498,44304,44339,43340,999,-1044,5
8号南-5,PPT0803A,20,22,HY,H1088,729,321,14.8,20.5,32,303.4,43719,43751,43341,410,-456,10
8号南-5,PPT0803A,20,22,HY,H1088,730,331,8.6,20.5,32,176.3,43752,43784,43341,443,-489,10
0号东-2,PPT0051A,20,21,MZ,H1087,731,101,11.523,8.65,28,99.67395,43486,43514,43333,181,-223,5
8号南-21,PPT0811A,20,22,HL,H1087,732,825,17.18,16.97,26,291.5446,43546,43572,43332,240,-280,5
10号南-23,PPT1012A,18,20,外场HN,H1087,733,835,5.59,17.008,26,95.07472,43471,43497,43332,165,-205,5
0号东-18,PPT0059A,18,21,QS,H1087,734,822,12.6,10.3,22,129.78,43270,43292,43332,-40,0,7
8号南-19,PPT0810A,20,22,HL,H1087,735,832,13,10.3,22,133.9,43557,43579,43332,247,-287,7
10号南-9,PPT1005A,20,20,RH,H1087,736,101,11.523,8.65,28,99.67395,43528,43556,43331,225,-285,5
0号东-20,PPT0060A,18,21,QS,H1087,737,142,8.276,16.07,22,132.99532,43542,43564,43330,234,-274,7
0号东-12,PPT0056A,20,21,QS,H1087,738,152,15.186,16.07,22,244.03902,43705,43727,43330,397,-437,7
0号东-18,PPT0059A,18,21,QS,H1088,739,822,12.6,10.3,22,129.78,43308,43330,43330,0,-40,7
10号北-12,PPT1056A,20,20,RH,H1088,740,832,14,10.3,22,144.2,43555,43577,43330,247,-287,7
0号东-18,PPT0059A,18,21,QS,H1088,741,143,5.23,16.375,35,85.64125,43354,43389,43339,50,-106,4
8号南-3,PPT0802A,20,22,HY,H1088,742,153,15,16.375,35,245.625,43467,43502,43339,163,-219,4
10号南-21,PPT1011A,18,20,外场HN,H1088,743,142,8.276,16.07,22,132.99532,43686,43708,43328,380,-420,7
48南-3,BQM4803A,36,21,MZ,H1088,744,152,15.186,16.07,22,244.03902,43544,43566,43328,238,-278,7
10号北-4,PPT1052A,20,20,外场ZH,H1088,745,104,18.3,18.2,21,333.06,43260,43281,43327,-46,0,2
45南-3,BQM4503A,33,21,ZH,H1088,746,103,24,11,38,264,43918,43956,43332,624,-665,6
8号北-22,PPT0861A,20,22,HY,H1087,747,184,13.9,8.3,28,115.37,43544,43572,43324,248,-289,7
10号北-10,PPT1055A,20,20,RH,H1087,748,194,18,8.3,28,149.4,43607,43635,43324,311,-352,7
10号北-12,PPT1056A,20,20,RH,H1087,749,161,13.792,9.4,17,129.6448,43687,43704,43318,386,-421,7
0号东-16,PPT0058A,18,21,QS,H1087,750,161,13.792,9.4,17,129.6448,43266,43283,43318,-35,0,7
8号南-21,PPT0811A,20,22,HL,H1087,751,171,16.655,9.4,17,156.557,43646,43663,43318,345,-380,7
8号北-26,PPT0863A,20,22,机动,H1087,752,171,16.655,9.4,17,156.557,43720,43737,43318,419,-454,7
0号东-6,PPT0053A,20,21,MZ,H1087,753,161,14.057,15.486,37,217.686702,43664,43701,43331,370,-408,8
0号东-8,PPT0054A,20,21,MZ,H1087,754,171,20.177,15.486,37,312.461022,43617,43654,43331,323,-361,8
0号东-4,PPT0052A,20,21,MZ,H1088,755,269,10.5,18.9,29,198.45,43576,43605,43323,282,-335,3
10号南-5,PPT1003A,20,20,外场ZH,H1088,756,279,10.5,18.9,29,198.45,43482,43511,43323,188,-241,3
8号南-21,PPT0811A,20,22,HL,H1088,757,284,20,18.4,72,368,43573,43645,43353,292,-411,7
10号北-14,PPT1057A,20,20,RH,H1088,758,294,20,18.4,71,368,43792,43863,43351,512,-630,7
0号东-4,PPT0052A,20,21,MZ,H1088,759,154,19.932,15.976,51,318.433632,43606,43657,43339,318,-394,7
45南-4,BQM4504A,20,21,ZH,H1088,760,144,17.566,15.678,49,275.399748,43574,43623,43336,287,-362,7
48南-3,BQM4803A,36,21,MZ,H1088,761,134,22.828,14.354,48,327.673112,44595,44643,43335,1308,-1381,6
45南-3,BQM4503A,33,21,ZH,H1088,762,801,28.614,19.075,34,545.81205,44260,44294,43318,976,-1025,9
10号北-18,PPT1059A,20,20,外场HN,H1087,763,629,15.6,18.9,32,294.84,43610,43642,43319,323,-367,11
10号南-21,PPT1011A,18,20,外场HN,H1087,764,639,15.6,18.9,32,294.84,43780,43812,43319,493,-537,11
8号南-1,PPT0801A,20,22,HY,H1087,765,124,18.618,14.354,47,267.242772,43583,43630,43333,297,-369,6
0号东-20,PPT0060A,18,21,QS,H1087,766,268,10.8,20,29,216,43472,43501,43314,187,-250,0
10号南-7,PPT1004A,20,20,外场ZH,H1087,767,278,10.8,20,28,216,43680,43708,43313,395,-457,0
10号北-24,PPT1062A,20,20,外场HN,H1087,768,101,13.007,16.37,22,212.92459,43252,43274,43300,-26,0,2
0号东-4,PPT0052A,20,21,MZ,H1087,769,124,21,18.1,25,380.1,43691,43716,43308,408,-454,9
8号北-28,PPT0864A,20,22,机动,H1087,770,134,21,18.1,25,380.1,43786,43811,43308,503,-549,9
0号东-16,PPT0058A,18,21,QS,H1088,771,628,15.6,20,23,312,43221,43244,43306,-62,0,7
10号北-16,PPT1058A,20,20,外场HN,H1088,772,638,15.6,20,23,312,43644,43667,43306,361,-423,7
0号东-4,PPT0052A,20,21,MZ,H1088,773,261,20.1,16,32,321.6,43658,43690,43314,376,-422,6
45南-4,BQM4504A,20,21,ZH,H1088,774,271,17.8,16,32,284.8,43648,43680,43314,366,-412,6
8号北-22,PPT0861A,20,22,HY,H1088,775,102,16.588,12.377,35,205.309676,43484,43519,43312,207,-242,1
48南-3,BQM4803A,36,21,MZ,H1088,776,271,15.2,18.8,34,285.76,43509,43543,43314,229,-287,0
0号东-14,PPT0057A,20,21,QS,H1088,777,261,20.5,18.8,34,385.4,43773,43807,43313,494,-553,0
0号东-6,PPT0053A,20,21,MZ,H1088,778,262,14.6,17.28,31,252.288,43745,43776,43314,462,-522,0
8号北-22,PPT0861A,20,22,HY,H1087,779,272,14.4,17.28,31,248.832,43573,43604,43314,290,-350,0
10号南-17,PPT1009A,18,20,外场HN,H1087,780,135,13.1,18.5,43,242.35,43653,43696,43321,375,-421,1
0号西-5,PPT0003A,20,21,MZ,H1087,781,142,16.252,5.15,30,83.6978,43587,43617,43316,301,-336,5
10号南-1,PPT1001A,20,20,外场ZH,H1087,782,152,16.252,5.15,30,83.6978,43644,43674,43316,358,-393,5
0号东-6,PPT0053A,20,21,MZ,H1087,783,183,7.507,14.276,20,107.169932,43572,43592,43298,294,-340,6
10号北-12,PPT1056A,20,20,RH,H1087,784,193,14.445,14.246,20,205.78347,43619,43639,43298,341,-387,6
10号南-1,PPT1001A,20,20,外场ZH,H1087,785,122,12,12.3,28,147.6,43749,43777,43310,467,-506,7
10号北-8,PPT1054A,20,20,外场ZH,H1087,786,132,10.219,12.3,28,125.6937,43744,43772,43310,462,-501,7
45南-3,BQM4503A,33,21,ZH,H1088,787,111,22.2,13.8,40,306.36,43207,43247,43310,-63,0,7
10号南-17,PPT1009A,18,20,外场HN,H1088,788,263,16.6,18.79,25,311.914,43550,43575,43301,274,-332,1
10号南-13,PPT1007A,18,20,RH,H1088,789,273,14.5,18.79,25,272.455,43795,43820,43301,519,-577,1
10号南-11,PPT1006A,20,20,RH,H1088,790,822,16.055,14.575,36,234.001625,43512,43548,43309,239,-282,0
10号南-23,PPT1012A,18,20,外场HN,H1088,791,832,6.662,14.583,36,97.151946,43552,43588,43309,279,-322,0
45南-3,BQM4503A,33,21,ZH,H1088,792,154,24.839,16.385,40,406.987015,44376,44416,43310,1106,-1166,24
10号北-20,PPT1060A,20,20,外场HN,H1088,793,182,7.9,19.9,42,157.21,43783,43825,43313,512,-587,10
45南-3,BQM4503A,33,21,ZH,H1088,794,192,23.8,19.9,42,473.62,43533,43575,43313,262,-337,10
10号北-10,PPT1055A,20,20,RH,H1087,795,183,8.82,15.798,22,139.33836,43557,43579,43295,284,-344,4
0号东-20,PPT0060A,18,21,QS,H1087,796,193,15.59,15.978,22,249.09702,43565,43587,43295,292,-352,4
0号东-12,PPT0056A,20,21,QS,H1087,797,801,20.814,15.31,50,318.66234,43552,43602,43318,284,-346,5
8号南-21,PPT0811A,20,22,HL,H1087,798,125,9.8,18.5,34,181.3,43780,43814,43302,512,-548,1
48北-3,BQM4853A,36,21,HN,H1087,799,826,20.5,21,29,430.5,43830,43859,43296,563,-596,3
0号东-12,PPT0056A,20,21,QS,H1087,800,836,8,21,29,168,43675,43704,43296,408,-441,3
8号北-18,PPT0859A,20,22,HL,H1087,801,292,16.6,19.5,30,323.7,43675,43705,43303,402,-434,6
0号东-20,PPT0060A,18,21,QS,H1087,802,684,17.5,18.4,39,322,43727,43766,43307,459,-537,14
10号北-12,PPT1056A,20,20,RH,H1088,803,694,16.7,18.4,39,307.28,43769,43808,43307,501,-579,14
8号南-19,PPT0810A,20,22,HL,H1088,804,134,19.318,18.5,45,357.383,43770,43815,43311,504,-567,12
0号东-18,PPT0059A,18,21,QS,H1088,805,124,16.142,18.85,45,304.2767,43601,43646,43311,335,-397,13
10号南-5,PPT1003A,20,20,外场ZH,H1088,806,282,14.7,19.5,30,286.65,43751,43781,43302,479,-509,7
10号南-19,PPT1010A,18,20,外场HN,H1088,807,643,13.412,17.72,16,237.66064,43585,43601,43290,311,-342,3
10号南-9,PPT1005A,20,20,RH,H1088,808,653,11.2,17.72,16,198.464,43481,43497,43290,207,-238,3
0号东-4,PPT0052A,20,21,MZ,H1088,809,825,18.455,17.3,40,319.2715,43185,43225,43308,-83,0,9
10号北-20,PPT1060A,20,20,外场HN,H1088,810,835,18,17.3,40,311.4,43688,43728,43308,420,-503,9
48南-3,BQM4803A,36,21,MZ,H1087,811,293,22.5,18.32,31,412.2,44899,44930,43300,1630,-1682,7
0号东-16,PPT0058A,18,21,QS,H1087,812,803,15.5,21,30,325.5,43742,43772,43293,479,-526,1
10号南-3,PPT1002A,20,20,外场ZH,H1087,813,824,17.596,14.575,27,256.4617,43523,43550,43295,255,-290,1
0号东-6,PPT0053A,20,21,MZ,H1087,814,112,21,8.6,18,180.6,43702,43720,43285,435,-460,5
0号东-18,PPT0059A,18,21,QS,H1087,815,283,13.7,18.32,31,250.984,43569,43600,43299,301,-352,7
8号北-26,PPT0863A,20,22,机动,H1087,816,642,13.412,19.5,16,261.534,43663,43679,43288,391,-431,5
0号西-7,PPT0004A,20,21,MZ,H1087,817,652,13.412,19.5,16,261.534,43487,43503,43288,215,-255,5
8号南-5,PPT0803A,20,22,HY,H1087,818,834,7.062,14.636,25,103.359432,43574,43599,43292,307,-342,0
45南-3,BQM4503A,33,21,ZH,H1088,819,101,30.66,9.4,61,288.204,44516,44577,43323,1254,-1332,7
8号南-3,PPT0802A,20,22,HY,H1088,820,133,21.1,18.1,29,381.91,43802,43831,43291,540,-581,1
48南-10,BQM4810A,22,21,MZ,H1088,821,123,20.9,18.1,29,378.29,43563,43592,43291,301,-341,1
48南-10,BQM4810A,22,21,MZ,H1088,822,826,20.852,21.691,53,452.300732,44102,44155,43308,847,-925,1
8号南-17,PPT0809A,20,22,HL,H1088,823,836,6.45,21.691,53,139.90695,43785,43838,43308,530,-608,1
8号南-21,PPT0811A,20,22,HL,H1088,824,631,10.53,15.97,15,168.1641,43530,43545,43284,261,-315,0
10号北-6,PPT1053A,20,20,外场ZH,H1088,825,621,8.95,15.97,15,142.9315,43744,43759,43284,475,-527,0
10号南-11,PPT1006A,20,20,RH,H1088,826,823,17.548,14.578,27,255.814744,43418,43445,43293,152,-181,0
0号东-6,PPT0053A,20,21,MZ,H1087,827,833,7.281,14.575,24,106.120575,43777,43801,43290,511,-540,0
8号北-22,PPT0861A,20,22,HY,H1087,828,683,16.6,18.9,25,313.74,43458,43483,43288,195,-255,17
10号北-20,PPT1060A,20,20,外场HN,H1087,829,693,16.6,18.9,25,313.74,43523,43548,43288,260,-320,17
10号南-1,PPT1001A,20,20,外场ZH,H1087,830,143,14.606,16.186,45,236.412716,43449,43494,43307,187,-248,8
10号南-7,PPT1004A,20,20,外场ZH,H1087,831,153,19.167,16.07,45,308.01369,43201,43246,43307,-61,0,8
45南-3,BQM4503A,33,21,ZH,H1087,832,182,23,7.3,17,167.9,44900,44917,43285,1632,-1669,4
8号南-13,PPT0807A,20,22,XZY,H1087,833,192,13.889,7.3,17,101.3897,43569,43586,43285,301,-338,4
8号北-28,PPT0864A,20,22,机动,H1087,834,123,16.106,12.2,22,196.4932,43417,43439,43284,155,-185,1
48北-3,BQM4853A,36,21,HN,H1088,835,133,24.07,12.2,22,293.654,43772,43794,43284,510,-540,1
8号北-26,PPT0863A,20,22,机动,H1088,836,194,18,8.3,30,149.4,43595,43625,43289,336,-371,1
10号北-12,PPT1056A,20,20,RH,H1088,837,823,16.231,14.307,18,232.216917,43536,43554,43286,268,-294,0
10号南-13,PPT1007A,18,20,RH,H1088,838,623,13.38,18.79,15,251.4102,43749,43764,43281,483,-530,1
0号东-2,PPT0051A,20,21,MZ,H1088,839,633,13.38,18.79,15,251.4102,43677,43692,43281,411,-458,1
45南-3,BQM4503A,33,21,ZH,H1088,840,103,23.857,9.5,30,226.6415,44945,44975,43288,1687,-1721,2
8号南-3,PPT0802A,20,22,HY,H1088,841,184,13.9,8.3,30,115.37,43645,43675,43288,387,-420,2
10号北-10,PPT1055A,20,20,RH,H1088,842,824,14.342,13.72,25,196.77224,43531,43556,43285,271,-321,5
48南-3,BQM4803A,36,21,MZ,H1087,843,834,26,13.72,25,356.72,44772,44797,43285,1512,-1562,5
10号北-16,PPT1058A,20,20,外场HN,H1087,844,102,19.76,18.47,21,364.9672,43219,43240,43278,-38,0,0
10号南-15,PPT1008A,18,20,外场HN,H1087,845,182,19,14.248,18,270.712,43730,43748,43282,466,-500,1
8号南-7,PPT0804A,20,22,XZY,H1087,846,192,10.441,14.248,18,148.763368,43793,43811,43282,529,-562,2
8号南-7,PPT0804A,20,22,XZY,H1087,847,272,15.89,20.773,35,330.08297,43677,43712,43295,417,-491,2
10号北-14,PPT1057A,20,20,RH,H1087,848,132,18.94,12.2,27,231.068,43692,43719,43289,430,-488,7
10号南-13,PPT1007A,18,20,RH,H1087,849,143,13.809,15.686,22,216.607974,43492,43514,43282,232,-279,5
8号北-22,PPT0861A,20,22,HY,H1087,850,153,18.919,15.5,22,293.2445,43769,43791,43282,509,-556,5
48南-3,BQM4803A,36,21,MZ,H1088,851,144,24.366,16.385,15,399.23691,44883,44898,43272,1626,-1648,2
8号南-7,PPT0804A,20,22,XZY,H1088,852,825,19.167,16.931,22,324.516477,43639,43661,43280,381,-424,6
8号北-22,PPT0861A,20,22,HY,H1088,853,835,7.416,16.884,22,125.211744,43389,43411,43280,131,-174,6
8号南-19,PPT0810A,20,22,HL,H1088,854,824,15.665,11.094,19,173.78751,43602,43621,43282,339,-360,4
8号北-22,PPT0861A,20,22,HY,H1088,855,834,9.215,10.9,19,100.4435,43655,43674,43282,392,-413,4
8号南-15,PPT0808A,20,22,HL,H1088,856,110,13,5.487,42,71.331,43634,43676,43284,392,-450,0
8号南-13,PPT0807A,20,22,XZY,H1088,857,112,21,5.15,26,108.15,43773,43799,43266,533,-572,0
8号南-21,PPT0811A,20,22,HL,H1088,858,825,17.18,16.97,28,291.5446,43664,43692,43284,408,-453,4
48南-10,BQM4810A,22,21,MZ,H1087,859,835,5.59,17.008,28,95.07472,43671,43699,43284,415,-460,4
10号南-25,PPT1013A,18,20,外场HN,H1087,860,833,8.709,14.287,16,124.425483,43784,43800,43279,521,-542,0
10号北-14,PPT1057A,20,20,RH,H1087,861,122,15.531,12.2,24,189.4782,43599,43623,43283,340,-395,7
48北-3,BQM4853A,36,21,HN,H1087,862,103,29.101,15.68,51,456.30368,43658,43709,43310,399,-453,7
48南-3,BQM4803A,36,21,MZ,H1087,863,622,13.38,17.28,15,231.2064,43493,43508,43276,232,-286,5
42南-2,BQM4202A,18,18,YT,H1087,864,144,15.117,16.07,24,242.93019,43688,43712,43279,433,-485,2
0号东-14,PPT0057A,20,21,QS,H1087,865,154,19.39,16.07,24,311.5973,43617,43641,43279,362,-414,2
10号北-12,PPT1056A,20,20,RH,H1087,866,632,13.38,17.28,15,231.2064,43727,43742,43275,467,-521,4
10号南-5,PPT1003A,20,20,外场ZH,H1088,867,163,16.387,11.151,29,182.731437,43582,43611,43284,327,-384,7
10号北-20,PPT1060A,20,20,外场HN,H1088,869,161,14.057,15.486,32,217.686702,43633,43665,43286,379,-440,1
10号北-8,PPT1054A,20,20,外场ZH,H1088,870,173,16.387,11.151,29,182.731437,43692,43721,43283,438,-494,7
48南-3,BQM4803A,36,21,MZ,H1088,871,102,26.372,14.65,37,386.3498,43691,43728,43286,442,-486,1
0号东-4,PPT0052A,20,21,MZ,H1088,872,822,16.086,14.292,18,229.901112,43742,43760,43274,486,-527,5
8号南-1,PPT0801A,20,22,HY,H1088,873,832,6.767,14.288,18,96.686896,43631,43649,43274,375,-416,5
45南-3,BQM4503A,33,21,ZH,H1088,874,103,24,11,39,264,43989,44028,43281,747,-796,1
48南-3,BQM4803A,36,21,MZ,H1087,875,161,13.792,9.4,18,129.6448,43652,43670,43269,401,-429,0
10号北-8,PPT1054A,20,20,外场ZH,H1087,876,171,16.655,9.4,18,156.557,43502,43520,43269,251,-279,0
0号东-12,PPT0056A,20,21,QS,H1087,877,822,12.6,10.3,23,129.78,43651,43674,43272,402,-440,3
8号南-19,PPT0810A,20,22,HL,H1087,878,832,15,10.3,23,154.5,43362,43385,43272,113,-151,3
10号南-13,PPT1007A,18,20,RH,H1087,879,101,11.523,8.65,29,99.67395,43765,43794,43270,524,-561,1
10号北-8,PPT1054A,20,20,外场ZH,H1087,880,101,13.007,16.37,36,212.92459,43320,43356,43265,91,-129,1
10号南-17,PPT1009A,18,20,外场HN,H1087,881,102,16.588,12.377,39,205.309676,43404,43443,43268,175,-220,1
