seq_id,block_id,ship_id,platen_idx,platen_id,platen_name,planned_start_day,planned_end_day,due_date_day,delay_days,processing_time_days,is_feasible,status
1,262,H1087,42,PPT1055A,Bay10-N-10,368,407,427,0,39,True,ALLOCATED
2,272,H1087,38,PPT1051A,Bay10-N-2,368,407,427,0,39,True,ALLOCATED
4,154,H1087,20,PPT0056A,0东-12,355,402,420,0,47,True,ALLOCATED
5,261,H1087,54,PPT0807A,Bay8-S-13,360,397,418,0,37,True,ALLOCATED
6,271,H1087,26,PPT1002A,Bay10-S-3,358,395,418,0,37,True,ALLOCATED
7,801,H1087,8,BQM4503A,Bay45-S-3,1124,1191,414,777,67,True,ALLOCATED
8,825,H1087,14,PPT0004A,0西-7,378,405,412,0,27,True,ALLOCATED
9,835,H1087,9,BQM4504A,Bay45-S-4,378,405,412,0,27,True,ALLOCATED
10,183,H1087,44,PPT1057A,Bay10-N-14,365,392,412,0,27,True,ALLOCATED
11,193,H1087,46,PPT1059A,Bay10-N-18,365,392,412,0,27,True,ALLOCATED
12,144,H1087,23,PPT0059A,0东-18,355,391,409,0,36,True,ALLOCATED
13,124,H1087,18,PPT0054A,0东-8,351,388,407,0,37,True,ALLOCATED
14,134,H1087,8,BQM4503A,Bay45-S-3,1191,1228,407,821,37,True,ALLOCATED
18,826,H1087,16,PPT0052A,0东-4,364,398,404,0,34,True,ALLOCATED
19,836,H1087,63,PPT0862A,Bay8-N-24,362,396,404,0,34,True,ALLOCATED
20,652,H1087,51,PPT0802A,Bay8-S-3,367,384,409,0,17,True,ALLOCATED
21,653,H1087,36,PPT1012A,Bay10-S-23,367,384,409,0,17,True,ALLOCATED
22,143,H1087,59,PPT0857A,Bay8-N-14,350,389,404,0,39,True,ALLOCATED
23,153,H1087,15,PPT0051A,0东-2,351,390,404,0,39,True,ALLOCATED
24,824,H1087,3,BQM4808A,Bay48-S-8,361,383,407,0,22,True,ALLOCATED
25,834,H1087,61,PPT0859A,Bay8-N-18,360,382,407,0,22,True,ALLOCATED
26,822,H1087,39,PPT1052A,Bay10-N-4,362,383,407,0,21,True,ALLOCATED
27,823,H1087,17,PPT0053A,0东-6,363,384,407,0,21,True,ALLOCATED
29,832,H1087,30,PPT1006A,Bay10-S-11,362,383,407,0,21,True,ALLOCATED
30,833,H1087,34,PPT1010A,Bay10-S-19,362,383,407,0,21,True,ALLOCATED
31,642,H1087,45,PPT1058A,Bay10-N-16,366,383,406,0,17,True,ALLOCATED
32,643,H1087,43,PPT1056A,Bay10-N-12,366,383,406,0,17,True,ALLOCATED
33,283,H1087,51,PPT0802A,Bay8-S-3,328,367,401,0,39,True,ALLOCATED
34,293,H1087,2,BQM4803A,Bay48-S-3,1113,1152,401,751,39,True,ALLOCATED
35,801,H1088,8,BQM4503A,Bay45-S-3,1059,1124,396,728,65,True,ALLOCATED
36,801,H1088,7,BQM4853A,Bay48-N-3,1149,1188,396,792,39,True,ALLOCATED
37,801,H1088,2,BQM4803A,Bay48-S-3,1152,1191,396,795,39,True,ALLOCATED
38,631,H1088,56,PPT0809A,Bay8-S-17,337,348,404,0,11,True,ALLOCATED
39,621,H1088,49,PPT1062A,Bay10-N-24,339,349,404,0,10,True,ALLOCATED
40,282,H1088,36,PPT1012A,Bay10-S-23,331,367,401,0,36,True,ALLOCATED
41,292,H1088,58,PPT0811A,Bay8-S-21,332,368,401,0,36,True,ALLOCATED
42,263,H1088,32,PPT1008A,Bay10-S-15,346,376,401,0,30,True,ALLOCATED
43,623,H1088,40,PPT1053A,Bay10-N-6,363,382,403,0,19,True,ALLOCATED
44,633,H1088,41,PPT1054A,Bay10-N-8,363,382,403,0,19,True,ALLOCATED
45,273,H1088,27,PPT1003A,Bay10-S-5,346,376,400,0,30,True,ALLOCATED
46,182,H1088,2,BQM4803A,Bay48-S-3,1220,1241,402,839,21,True,ALLOCATED
47,192,H1088,57,PPT0810A,Bay8-S-19,355,376,402,0,21,True,ALLOCATED
48,803,H1088,11,PPT0001A,0西-1,358,393,392,1,35,True,ALLOCATED
49,123,H1088,50,PPT0801A,Bay8-S-1,336,370,395,0,34,True,ALLOCATED
50,102,H1088,65,PPT0864A,Bay8-N-28,342,389,392,0,47,True,ALLOCATED
51,632,H1088,48,PPT1061A,Bay10-N-22,353,372,399,0,19,True,ALLOCATED
52,622,H1088,9,BQM4504A,Bay45-S-4,357,374,399,0,17,True,ALLOCATED
53,103,H1088,7,BQM4853A,Bay48-N-3,1222,1254,396,858,32,True,ALLOCATED
54,133,H1087,7,BQM4853A,Bay48-N-3,1188,1222,391,831,34,True,ALLOCATED
55,825,H1087,28,PPT1004A,Bay10-S-7,363,390,392,0,27,True,ALLOCATED
56,835,H1087,25,PPT1001A,Bay10-S-1,363,390,392,0,27,True,ALLOCATED
57,111,H1087,2,BQM4803A,Bay48-S-3,1191,1220,388,832,29,True,ALLOCATED
58,221,H1087,26,PPT1002A,Bay10-S-3,333,358,400,0,25,True,ALLOCATED
59,122,H1087,31,PPT1007A,Bay10-S-13,345,376,391,0,31,True,ALLOCATED
60,132,H1087,35,PPT1011A,Bay10-S-21,345,376,391,0,31,True,ALLOCATED
61,652,H1087,33,PPT1009A,Bay10-S-17,351,370,393,0,19,True,ALLOCATED
62,653,H1087,24,PPT0060A,0东-20,351,370,393,0,19,True,ALLOCATED
63,826,H1087,14,PPT0004A,0西-7,338,372,384,0,34,True,ALLOCATED
64,836,H1087,62,PPT0861A,Bay8-N-22,337,371,384,0,34,True,ALLOCATED
66,824,H1087,3,BQM4808A,Bay48-S-8,339,361,392,0,22,True,ALLOCATED
67,834,H1087,54,PPT0807A,Bay8-S-13,338,360,392,0,22,True,ALLOCATED
68,822,H1087,28,PPT1004A,Bay10-S-7,342,363,392,0,21,True,ALLOCATED
69,823,H1087,46,PPT1059A,Bay10-N-18,342,363,392,0,21,True,ALLOCATED
70,832,H1087,61,PPT0859A,Bay8-N-18,339,360,392,0,21,True,ALLOCATED
71,833,H1087,63,PPT0862A,Bay8-N-24,341,362,392,0,21,True,ALLOCATED
72,112,H1088,19,PPT0055A,0东-10,351,372,385,0,21,True,ALLOCATED
73,292,H1088,12,PPT0002A,0西-3,345,381,388,0,36,True,ALLOCATED
74,292,H1088,13,PPT0003A,0西-5,345,381,388,0,36,True,ALLOCATED
75,642,H1088,22,PPT0058A,0东-16,351,370,390,0,19,True,ALLOCATED
76,643,H1088,21,PPT0057A,0东-14,351,370,390,0,19,True,ALLOCATED
77,282,H1088,37,PPT1013A,Bay10-S-25,345,380,387,0,35,True,ALLOCATED
78,282,H1088,64,PPT0863A,Bay8-N-26,345,380,387,0,35,True,ALLOCATED
79,803,H1088,29,PPT1005A,Bay10-S-9,338,373,377,0,35,True,ALLOCATED
80,101,H1088,7,BQM4853A,Bay48-N-3,1111,1149,377,772,38,True,ALLOCATED
81,231,H1088,9,BQM4504A,Bay45-S-4,333,357,389,0,24,True,ALLOCATED
82,293,H1088,7,BQM4853A,Bay48-N-3,1075,1111,379,732,36,True,ALLOCATED
83,293,H1088,2,BQM4803A,Bay48-S-3,1077,1113,379,734,36,True,ALLOCATED
84,283,H1088,17,PPT0053A,0东-6,327,363,379,0,36,True,ALLOCATED
85,283,H1087,25,PPT1001A,Bay10-S-1,327,363,379,0,36,True,ALLOCATED
86,826,H1087,4,BQM4810A,Bay48-S-10,510,545,374,171,35,True,ALLOCATED
87,826,H1087,4,BQM4810A,Bay48-S-10,545,580,374,206,35,True,ALLOCATED
88,836,H1087,60,PPT0858A,Bay8-N-16,333,368,374,0,35,True,ALLOCATED
89,836,H1087,52,PPT0803A,Bay8-S-5,334,369,374,0,35,True,ALLOCATED
90,803,H1087,30,PPT1006A,Bay10-S-11,327,362,370,0,35,True,ALLOCATED
91,803,H1087,34,PPT1010A,Bay10-S-19,327,362,370,0,35,True,ALLOCATED
93,262,H1087,45,PPT1058A,Bay10-N-16,327,366,378,0,39,True,ALLOCATED
94,272,H1087,43,PPT1056A,Bay10-N-12,327,366,378,0,39,True,ALLOCATED
95,643,H1087,41,PPT1054A,Bay10-N-8,344,363,379,0,19,True,ALLOCATED
96,643,H1087,44,PPT1057A,Bay10-N-14,344,363,379,0,19,True,ALLOCATED
97,653,H1087,39,PPT1052A,Bay10-N-4,343,362,379,0,19,True,ALLOCATED
98,653,H1087,40,PPT1053A,Bay10-N-6,344,363,379,0,19,True,ALLOCATED
99,154,H1088,16,PPT0052A,0东-4,319,364,373,0,45,True,ALLOCATED
100,823,H1088,55,PPT0808A,Bay8-S-15,354,375,379,0,21,True,ALLOCATED
101,823,H1088,10,BQM4202A,Bay42-S-2,355,376,379,0,21,True,ALLOCATED
102,642,H1088,59,PPT0857A,Bay8-N-14,330,350,375,0,20,True,ALLOCATED
103,642,H1088,15,PPT0051A,0东-2,331,351,375,0,20,True,ALLOCATED
104,652,H1088,18,PPT0054A,0东-8,331,351,375,0,20,True,ALLOCATED
105,652,H1088,33,PPT1009A,Bay10-S-17,331,351,375,0,20,True,ALLOCATED
106,261,H1088,20,PPT0056A,0东-12,318,355,369,0,37,True,ALLOCATED
107,271,H1087,10,BQM4202A,Bay42-S-2,318,355,369,0,37,True,ALLOCATED
108,824,H1087,56,PPT0809A,Bay8-S-17,348,370,374,0,22,True,ALLOCATED
109,824,H1087,49,PPT1062A,Bay10-N-24,349,371,374,0,22,True,ALLOCATED
110,834,H1087,38,PPT1051A,Bay10-N-2,346,368,374,0,22,True,ALLOCATED
111,834,H1087,42,PPT1055A,Bay10-N-10,346,368,374,0,22,True,ALLOCATED
112,833,H1087,53,PPT0804A,Bay8-S-7,353,370,372,0,17,True,ALLOCATED
113,833,H1087,47,PPT1060A,Bay10-N-20,354,371,372,0,17,True,ALLOCATED
114,144,H1087,11,PPT0001A,0西-1,322,358,364,0,36,True,ALLOCATED
115,183,H1088,47,PPT1060A,Bay10-N-20,327,354,365,0,27,True,ALLOCATED
116,193,H1088,55,PPT0808A,Bay8-S-15,327,354,365,0,27,True,ALLOCATED
117,124,H1088,23,PPT0059A,0东-18,316,355,362,0,39,True,ALLOCATED
118,134,H1088,2,BQM4803A,Bay48-S-3,1038,1077,362,715,39,True,ALLOCATED
119,644,H1088,7,BQM4853A,Bay48-N-3,983,1020,358,662,37,True,ALLOCATED
120,654,H1088,50,PPT0801A,Bay8-S-1,299,336,358,0,37,True,ALLOCATED
121,825,H1088,13,PPT0003A,0西-5,322,345,358,0,23,True,ALLOCATED
122,825,H1088,37,PPT1013A,Bay10-S-25,322,345,358,0,23,True,ALLOCATED
123,835,H1087,63,PPT0862A,Bay8-N-24,318,341,358,0,23,True,ALLOCATED
124,835,H1087,12,PPT0002A,0西-3,322,345,358,0,23,True,ALLOCATED
125,822,H1087,44,PPT1057A,Bay10-N-14,324,344,364,0,20,True,ALLOCATED
126,822,H1087,64,PPT0863A,Bay8-N-26,325,345,364,0,20,True,ALLOCATED
127,832,H1087,40,PPT1053A,Bay10-N-6,324,344,364,0,20,True,ALLOCATED
128,832,H1087,41,PPT1054A,Bay10-N-8,324,344,364,0,20,True,ALLOCATED
129,143,H1087,48,PPT1061A,Bay10-N-22,316,353,357,0,37,True,ALLOCATED
130,153,H1087,53,PPT0804A,Bay8-S-7,316,353,357,0,37,True,ALLOCATED
131,263,H1088,42,PPT1055A,Bay10-N-10,315,346,356,0,31,True,ALLOCATED
132,273,H1088,38,PPT1051A,Bay10-N-2,315,346,355,0,31,True,ALLOCATED
133,261,H1088,22,PPT0058A,0东-16,315,351,351,0,36,True,ALLOCATED
134,261,H1088,24,PPT0060A,0东-20,315,351,351,0,36,True,ALLOCATED
135,271,H1088,19,PPT0055A,0东-10,315,351,351,0,36,True,ALLOCATED
136,271,H1088,21,PPT0057A,0东-14,315,351,351,0,36,True,ALLOCATED
137,623,H1088,31,PPT1007A,Bay10-S-13,326,345,356,0,19,True,ALLOCATED
138,633,H1088,35,PPT1011A,Bay10-S-21,326,345,356,0,19,True,ALLOCATED
139,283,H1087,26,PPT1002A,Bay10-S-3,299,333,351,0,34,True,ALLOCATED
140,293,H1087,8,BQM4503A,Bay45-S-3,972,1006,351,655,34,True,ALLOCATED
141,631,H1087,10,BQM4202A,Bay42-S-2,307,318,355,0,11,True,ALLOCATED
142,621,H1087,3,BQM4808A,Bay48-S-8,308,318,355,0,10,True,ALLOCATED
143,182,H1087,3,BQM4808A,Bay48-S-8,318,339,355,0,21,True,ALLOCATED
144,192,H1087,61,PPT0859A,Bay8-N-18,318,339,355,0,21,True,ALLOCATED
145,123,H1087,49,PPT1062A,Bay10-N-24,309,339,348,0,30,True,ALLOCATED
146,282,H1087,58,PPT0811A,Bay8-S-21,299,332,351,0,33,True,ALLOCATED
147,292,H1088,9,BQM4504A,Bay45-S-4,300,333,351,0,33,True,ALLOCATED
148,262,H1088,65,PPT0864A,Bay8-N-28,308,342,350,0,34,True,ALLOCATED
149,262,H1088,39,PPT1052A,Bay10-N-4,309,343,350,0,34,True,ALLOCATED
150,272,H1088,28,PPT1004A,Bay10-S-7,308,342,350,0,34,True,ALLOCATED
151,272,H1088,46,PPT1059A,Bay10-N-18,308,342,350,0,34,True,ALLOCATED
152,144,H1088,17,PPT0053A,0东-6,284,308,346,0,24,True,ALLOCATED
153,144,H1088,25,PPT1001A,Bay10-S-1,284,308,346,0,24,True,ALLOCATED
154,154,H1088,28,PPT1004A,Bay10-S-7,284,308,346,0,24,True,ALLOCATED
155,154,H1087,65,PPT0864A,Bay8-N-28,284,308,346,0,24,True,ALLOCATED
156,102,H1087,57,PPT0810A,Bay8-S-19,312,355,343,12,43,True,ALLOCATED
157,133,H1087,2,BQM4803A,Bay48-S-3,1008,1038,344,694,30,True,ALLOCATED
158,632,H1087,52,PPT0803A,Bay8-S-5,315,334,350,0,19,True,ALLOCATED
159,622,H1087,60,PPT0858A,Bay8-N-16,316,333,350,0,17,True,ALLOCATED
160,103,H1087,7,BQM4853A,Bay48-N-3,1045,1075,348,727,30,True,ALLOCATED
161,111,H1087,8,BQM4503A,Bay45-S-3,1006,1034,341,693,28,True,ALLOCATED
162,124,H1087,39,PPT1052A,Bay10-N-4,286,309,343,0,23,True,ALLOCATED
163,124,H1088,49,PPT1062A,Bay10-N-24,286,309,343,0,23,True,ALLOCATED
164,134,H1088,2,BQM4803A,Bay48-S-3,953,976,343,633,23,True,ALLOCATED
165,134,H1088,7,BQM4853A,Bay48-N-3,960,983,343,640,23,True,ALLOCATED
166,122,H1088,27,PPT1003A,Bay10-S-5,315,346,345,1,31,True,ALLOCATED
167,132,H1088,32,PPT1008A,Bay10-S-15,315,346,345,1,31,True,ALLOCATED
168,112,H1088,56,PPT0809A,Bay8-S-17,316,337,340,0,21,True,ALLOCATED
169,221,H1088,31,PPT1007A,Bay10-S-13,302,326,351,0,24,True,ALLOCATED
170,684,H1088,59,PPT0857A,Bay8-N-14,293,330,338,0,37,True,ALLOCATED
171,694,H1087,51,PPT0802A,Bay8-S-3,291,328,337,0,37,True,ALLOCATED
172,273,H1087,41,PPT1054A,Bay10-N-8,299,324,340,0,25,True,ALLOCATED
173,273,H1087,44,PPT1057A,Bay10-N-14,299,324,340,0,25,True,ALLOCATED
174,112,H1087,14,PPT0004A,0西-7,317,338,336,2,21,True,ALLOCATED
175,112,H1087,54,PPT0807A,Bay8-S-13,317,338,336,2,21,True,ALLOCATED
176,263,H1087,11,PPT0001A,0西-1,298,322,338,0,24,True,ALLOCATED
177,263,H1087,13,PPT0003A,0西-5,298,322,338,0,24,True,ALLOCATED
178,633,H1087,47,PPT1060A,Bay10-N-20,312,327,340,0,15,True,ALLOCATED
179,633,H1088,55,PPT0808A,Bay8-S-15,312,327,340,0,15,True,ALLOCATED
180,111,H1088,7,BQM4853A,Bay48-N-3,902,926,331,595,24,True,ALLOCATED
181,111,H1088,8,BQM4503A,Bay45-S-3,902,926,331,595,24,True,ALLOCATED
182,623,H1088,43,PPT1056A,Bay10-N-12,311,327,339,0,16,True,ALLOCATED
183,623,H1088,45,PPT1058A,Bay10-N-16,311,327,339,0,16,True,ALLOCATED
184,183,H1088,10,BQM4202A,Bay42-S-2,286,307,335,0,21,True,ALLOCATED
185,183,H1088,3,BQM4808A,Bay48-S-8,287,308,335,0,21,True,ALLOCATED
186,193,H1088,46,PPT1059A,Bay10-N-18,287,308,335,0,21,True,ALLOCATED
187,193,H1087,47,PPT1060A,Bay10-N-20,291,312,335,0,21,True,ALLOCATED
188,101,H1087,2,BQM4803A,Bay48-S-3,976,1008,328,680,32,True,ALLOCATED
189,231,H1087,12,PPT0002A,0西-3,300,322,340,0,22,True,ALLOCATED
190,182,H1087,15,PPT0051A,0东-2,312,331,335,0,19,True,ALLOCATED
191,182,H1087,18,PPT0054A,0东-8,312,331,335,0,19,True,ALLOCATED
192,192,H1087,33,PPT1009A,Bay10-S-17,312,331,335,0,19,True,ALLOCATED
193,192,H1087,36,PPT1012A,Bay10-S-23,312,331,335,0,19,True,ALLOCATED
194,123,H1087,62,PPT0861A,Bay8-N-22,312,337,329,8,25,True,ALLOCATED
195,123,H1088,29,PPT1005A,Bay10-S-9,313,338,329,9,25,True,ALLOCATED
196,133,H1088,7,BQM4853A,Bay48-N-3,1020,1045,329,716,25,True,ALLOCATED
197,133,H1088,8,BQM4503A,Bay45-S-3,1034,1059,329,730,25,True,ALLOCATED
198,801,H1088,2,BQM4803A,Bay48-S-3,919,953,326,627,34,True,ALLOCATED
199,801,H1088,7,BQM4853A,Bay48-N-3,926,960,326,634,34,True,ALLOCATED
200,801,H1088,2,BQM4803A,Bay48-S-3,875,919,318,601,44,True,ALLOCATED
201,631,H1088,43,PPT1056A,Bay10-N-12,298,311,332,0,13,True,ALLOCATED
202,631,H1088,45,PPT1058A,Bay10-N-16,298,311,332,0,13,True,ALLOCATED
203,621,H1087,15,PPT0051A,0东-2,298,312,331,0,14,True,ALLOCATED
204,621,H1087,36,PPT1012A,Bay10-S-23,298,312,331,0,14,True,ALLOCATED
205,632,H1087,24,PPT0060A,0东-20,282,296,330,0,14,True,ALLOCATED
206,632,H1087,35,PPT1011A,Bay10-S-21,282,296,330,0,14,True,ALLOCATED
207,143,H1087,22,PPT0058A,0东-16,294,315,326,0,21,True,ALLOCATED
208,143,H1087,32,PPT1008A,Bay10-S-15,294,315,326,0,21,True,ALLOCATED
209,153,H1087,42,PPT1055A,Bay10-N-10,294,315,326,0,21,True,ALLOCATED
210,153,H1087,52,PPT0803A,Bay8-S-5,294,315,326,0,21,True,ALLOCATED
211,102,H1088,17,PPT0053A,0东-6,308,327,322,5,19,True,ALLOCATED
212,102,H1088,25,PPT1001A,Bay10-S-1,308,327,322,5,19,True,ALLOCATED
213,101,H1088,2,BQM4803A,Bay48-S-3,801,831,321,510,30,True,ALLOCATED
214,101,H1088,7,BQM4853A,Bay48-N-3,826,856,321,535,30,True,ALLOCATED
215,622,H1088,18,PPT0054A,0东-8,283,295,328,0,12,True,ALLOCATED
216,622,H1088,34,PPT1010A,Bay10-S-19,283,295,328,0,12,True,ALLOCATED
217,261,H1088,61,PPT0859A,Bay8-N-18,286,318,322,0,32,True,ALLOCATED
218,261,H1088,16,PPT0052A,0东-4,287,319,322,0,32,True,ALLOCATED
219,271,H1087,14,PPT0004A,0西-7,285,317,322,0,32,True,ALLOCATED
220,271,H1087,54,PPT0807A,Bay8-S-13,285,317,322,0,32,True,ALLOCATED
221,144,H1087,21,PPT0057A,0东-14,259,282,321,0,23,True,ALLOCATED
222,144,H1087,48,PPT1061A,Bay10-N-22,259,282,321,0,23,True,ALLOCATED
223,154,H1087,13,PPT0003A,0西-5,260,283,321,0,23,True,ALLOCATED
224,154,H1087,15,PPT0051A,0东-2,260,283,321,0,23,True,ALLOCATED
225,262,H1087,62,PPT0861A,Bay8-N-22,280,312,322,0,32,True,ALLOCATED
226,262,H1087,29,PPT1005A,Bay10-S-9,281,313,322,0,32,True,ALLOCATED
227,272,H1088,33,PPT1009A,Bay10-S-17,280,312,322,0,32,True,ALLOCATED
228,272,H1088,55,PPT0808A,Bay8-S-15,280,312,322,0,32,True,ALLOCATED
229,124,H1088,37,PPT1013A,Bay10-S-25,261,283,318,0,22,True,ALLOCATED
230,124,H1088,40,PPT1053A,Bay10-N-6,261,283,318,0,22,True,ALLOCATED
231,134,H1088,2,BQM4803A,Bay48-S-3,831,853,318,535,22,True,ALLOCATED
232,134,H1088,2,BQM4803A,Bay48-S-3,853,875,318,557,22,True,ALLOCATED
233,122,H1088,3,BQM4808A,Bay48-S-8,270,287,318,0,17,True,ALLOCATED
234,122,H1088,36,PPT1012A,Bay10-S-23,281,298,318,0,17,True,ALLOCATED
235,132,H1087,43,PPT1056A,Bay10-N-12,281,298,318,0,17,True,ALLOCATED
236,132,H1087,45,PPT1058A,Bay10-N-16,281,298,318,0,17,True,ALLOCATED
237,103,H1087,7,BQM4853A,Bay48-N-3,886,902,318,584,16,True,ALLOCATED
238,103,H1087,8,BQM4503A,Bay45-S-3,886,902,318,584,16,True,ALLOCATED
239,292,H1087,30,PPT1006A,Bay10-S-11,295,327,318,9,32,True,ALLOCATED
240,292,H1087,34,PPT1010A,Bay10-S-19,295,327,318,9,32,True,ALLOCATED
241,835,H1087,27,PPT1003A,Bay10-S-5,264,296,309,0,32,True,ALLOCATED
242,282,H1087,35,PPT1011A,Bay10-S-21,296,326,317,9,30,True,ALLOCATED
243,231,H1088,46,PPT1059A,Bay10-N-18,273,287,322,0,14,True,ALLOCATED
244,231,H1088,56,PPT0809A,Bay8-S-17,273,287,322,0,14,True,ALLOCATED
245,282,H1088,64,PPT0863A,Bay8-N-26,295,325,316,9,30,True,ALLOCATED
246,683,H1088,23,PPT0059A,0东-18,267,301,309,0,34,True,ALLOCATED
247,693,H1088,53,PPT0804A,Bay8-S-7,267,301,309,0,34,True,ALLOCATED
248,283,H1088,50,PPT0801A,Bay8-S-1,268,299,313,0,31,True,ALLOCATED
249,826,H1088,4,BQM4810A,Bay48-S-10,481,510,309,201,29,True,ALLOCATED
250,836,H1088,63,PPT0862A,Bay8-N-24,289,318,309,9,29,True,ALLOCATED
251,293,H1087,7,BQM4853A,Bay48-N-3,856,886,312,574,30,True,ALLOCATED
252,293,H1087,8,BQM4503A,Bay45-S-3,856,886,312,574,30,True,ALLOCATED
253,263,H1087,32,PPT1008A,Bay10-S-15,269,294,314,0,25,True,ALLOCATED
254,263,H1087,42,PPT1055A,Bay10-N-10,269,294,314,0,25,True,ALLOCATED
255,273,H1087,59,PPT0857A,Bay8-N-14,268,293,314,0,25,True,ALLOCATED
256,273,H1087,22,PPT0058A,0东-16,269,294,314,0,25,True,ALLOCATED
257,221,H1087,65,PPT0864A,Bay8-N-28,273,284,322,0,11,True,ALLOCATED
258,221,H1087,49,PPT1062A,Bay10-N-24,275,286,322,0,11,True,ALLOCATED
259,826,H1088,4,BQM4810A,Bay48-S-10,452,481,308,173,29,True,ALLOCATED
260,836,H1088,56,PPT0809A,Bay8-S-17,287,316,308,8,29,True,ALLOCATED
261,643,H1088,23,PPT0059A,0东-18,301,316,316,0,15,True,ALLOCATED
262,643,H1088,53,PPT0804A,Bay8-S-7,301,316,316,0,15,True,ALLOCATED
263,653,H1088,21,PPT0057A,0东-14,300,315,316,0,15,True,ALLOCATED
264,653,H1088,38,PPT1051A,Bay10-N-2,300,315,316,0,15,True,ALLOCATED
265,644,H1088,7,BQM4853A,Bay48-N-3,765,796,310,486,31,True,ALLOCATED
266,654,H1088,14,PPT0004A,0西-7,254,285,310,0,31,True,ALLOCATED
267,283,H1087,60,PPT0858A,Bay8-N-16,267,297,311,0,30,True,ALLOCATED
268,803,H1087,31,PPT1007A,Bay10-S-13,273,302,305,0,29,True,ALLOCATED
269,653,H1087,57,PPT0810A,Bay8-S-19,269,295,309,0,26,True,ALLOCATED
270,803,H1087,26,PPT1002A,Bay10-S-3,270,299,304,0,29,True,ALLOCATED
271,623,H1087,48,PPT1061A,Bay10-N-22,282,297,314,0,15,True,ALLOCATED
272,623,H1087,11,PPT0001A,0西-1,283,298,314,0,15,True,ALLOCATED
273,633,H1087,13,PPT0003A,0西-5,283,298,314,0,15,True,ALLOCATED
274,633,H1087,15,PPT0051A,0东-2,283,298,314,0,15,True,ALLOCATED
275,642,H1088,41,PPT1054A,Bay10-N-8,283,299,314,0,16,True,ALLOCATED
276,642,H1088,44,PPT1057A,Bay10-N-14,283,299,314,0,16,True,ALLOCATED
277,652,H1088,9,BQM4504A,Bay45-S-4,284,300,314,0,16,True,ALLOCATED
278,652,H1088,12,PPT0002A,0西-3,284,300,314,0,16,True,ALLOCATED
279,111,H1088,8,BQM4503A,Bay45-S-3,771,796,305,491,25,True,ALLOCATED
280,111,H1088,2,BQM4803A,Bay48-S-3,776,801,305,496,25,True,ALLOCATED
281,183,H1088,63,PPT0862A,Bay8-N-24,250,271,310,0,21,True,ALLOCATED
282,183,H1088,43,PPT1056A,Bay10-N-12,260,281,310,0,21,True,ALLOCATED
283,193,H1087,45,PPT1058A,Bay10-N-16,260,281,310,0,21,True,ALLOCATED
284,193,H1087,35,PPT1011A,Bay10-S-21,261,282,310,0,21,True,ALLOCATED
285,855,H1087,64,PPT0863A,Bay8-N-26,264,295,303,0,31,True,ALLOCATED
286,643,H1087,52,PPT0803A,Bay8-S-5,268,294,308,0,26,True,ALLOCATED
287,823,H1087,51,PPT0802A,Bay8-S-3,261,291,303,0,30,True,ALLOCATED
288,833,H1087,8,BQM4503A,Bay45-S-3,796,826,303,523,30,True,ALLOCATED
289,845,H1087,30,PPT1006A,Bay10-S-11,263,295,301,0,32,True,ALLOCATED
290,112,H1087,18,PPT0054A,0东-8,295,312,305,7,17,True,ALLOCATED
291,112,H1088,57,PPT0810A,Bay8-S-19,295,312,305,7,17,True,ALLOCATED
292,825,H1088,7,BQM4853A,Bay48-N-3,796,826,299,527,30,True,ALLOCATED
293,823,H1088,40,PPT1053A,Bay10-N-6,306,324,310,14,18,True,ALLOCATED
294,823,H1088,20,PPT0056A,0东-12,300,318,309,9,18,True,ALLOCATED
295,822,H1088,39,PPT1052A,Bay10-N-4,262,286,303,0,24,True,ALLOCATED
296,832,H1088,16,PPT0052A,0东-4,263,287,303,0,24,True,ALLOCATED
297,182,H1088,63,PPT0862A,Bay8-N-24,271,289,307,0,18,True,ALLOCATED
298,182,H1088,58,PPT0811A,Bay8-S-21,281,299,307,0,18,True,ALLOCATED
299,192,H1087,20,PPT0056A,0东-12,282,300,307,0,18,True,ALLOCATED
300,192,H1087,21,PPT0057A,0东-14,282,300,307,0,18,True,ALLOCATED
301,123,H1087,37,PPT1013A,Bay10-S-25,283,306,301,5,23,True,ALLOCATED
302,123,H1087,40,PPT1053A,Bay10-N-6,283,306,301,5,23,True,ALLOCATED
303,133,H1087,8,BQM4503A,Bay45-S-3,926,949,301,648,23,True,ALLOCATED
304,133,H1087,8,BQM4503A,Bay45-S-3,949,972,301,671,23,True,ALLOCATED
305,631,H1087,29,PPT1005A,Bay10-S-9,268,281,306,0,13,True,ALLOCATED
306,631,H1087,36,PPT1012A,Bay10-S-23,268,281,306,0,13,True,ALLOCATED
307,632,H1088,52,PPT0803A,Bay8-S-5,254,268,305,0,14,True,ALLOCATED
308,632,H1088,59,PPT0857A,Bay8-N-14,254,268,305,0,14,True,ALLOCATED
309,825,H1088,61,PPT0859A,Bay8-N-18,266,286,300,0,20,True,ALLOCATED
310,835,H1088,10,BQM4202A,Bay42-S-2,266,286,300,0,20,True,ALLOCATED
311,621,H1088,20,PPT0056A,0东-12,268,282,305,0,14,True,ALLOCATED
312,621,H1088,24,PPT0060A,0东-20,268,282,305,0,14,True,ALLOCATED
313,102,H1088,19,PPT0055A,0东-10,280,300,297,3,20,True,ALLOCATED
314,102,H1088,38,PPT1051A,Bay10-N-2,280,300,297,3,20,True,ALLOCATED
